x,y,token
-17.120335,47.427277,شارژو
-6.073664,42.41763,نگرفتم
-4.308322,37.93106,محصولو
-34.68649,28.229177,سطوح
-43.898647,16.06158,ایی
-4.3153367,15.018327,بلو
6.8995037,-48.538353,توث
-51.678467,17.041004,عرق
-26.821383,28.327024,ورزش
-3.1096766,26.629923,سریعا
10.335281,-3.0013556,مشکلمو
40.307816,7.3535604,ایسر
40.49183,38.293465,اندرویدی
-27.545612,10.661096,نامرغوبی
44.21743,26.726671,بازیه
-50.2332,14.3965845,لک
-42.515457,22.066074,فرم
42.38591,29.880648,گرافیک
-42.76798,34.19668,دمای
-14.656471,23.79273,صداس
24.845688,24.569944,خوان
13.215537,21.988522,بگیرند
24.530762,24.853226,بهشون
39.48989,7.5935726,rx
-50.193924,4.0160084,میوه
-28.574106,37.992016,گذاشت
-38.968697,28.684835,نظم
40.6468,12.932725,B
-12.585637,-14.166326,کشوهای
-44.370064,3.5286462,فریزر
-40.951893,39.03322,پراید
-53.102596,9.465292,موثر
-40.45701,14.421779,زیباتر
20.953093,33.13448,فراوان
-38.428513,24.453323,دستبند
-38.026432,27.357597,پلاک
19.152079,25.894917,تونم
-24.307041,36.929314,زباله
-46.352943,12.359154,آبی
-34.17608,12.959904,وجنس
-30.111565,10.645482,شکلی
-30.444002,2.774124,برلی
-10.846683,30.220043,کودکان
20.353758,35.003548,اعتبار
-16.487085,32.530296,باتریشم
-10.625729,9.924827,معرکس
-11.021672,-18.505268,جیبهاش
-15.331502,-16.821337,جیبهای
-24.327902,10.2654705,طرفین
-25.21084,16.95321,مخفی
-2.199922,58.31372,موزیک
-28.759584,13.915783,خرطومی
-11.574782,23.90823,جاروبرقی
-39.278584,-8.949874,کشش
-44.214657,35.153603,مکش
4.14237,-2.6340764,میکنمش
12.044443,35.637478,قراره
21.152088,25.321981,دربارش
42.284565,37.1369,پرو
26.42678,22.102875,تردید
14.551079,23.568981,یکسری
-3.2189906,29.647768,فرقی
40.490765,9.122627,پردازشگر
32.2371,31.824005,قدرتمندی
37.98765,35.0634,تلوزیون
43.996777,28.18754,اسلیم
10.306861,4.847997,بخوایم
4.4165177,14.170018,مبارزه
-38.406525,28.435617,میز
11.765128,35.292595,میکنیم
-9.015527,43.357407,بخوام
2.1924155,46.07174,صد
-38.259598,35.67441,عقب
-40.23237,16.282595,خییلی
-36.10999,28.361027,روکش
0.04221679,38.664253,۳۶۰
23.71192,3.2913563,لیتیوم
-8.116479,-15.31077,پلیمر
-11.713253,40.929558,هرکاری
43.84083,-14.152092,هدفونو
47.33002,19.810257,مطمعن
36.248413,13.028284,موتورولا
-4.9377666,57.62453,گوشتون
-8.391531,35.163834,دوستانم
20.061949,35.636772,فروشگاه
8.805384,-22.603405,ناپولی
-13.431931,-17.939306,کیقیت
-51.651836,16.319666,شستشو
-55.22685,13.543446,پوست
-38.594273,19.502533,۴۴
24.721788,42.347263,؛
23.30136,-7.7795396,ضمناً
-5.892417,36.818436,قبلاً
-16.043648,33.202763,دوام
26.887503,22.83306,فراموش
11.28567,43.975227,لطفاً
37.608162,15.541145,ماکروسافت
40.162464,10.322248,سرفیس
42.441727,34.325603,بوک
-22.437006,25.667849,کاربرد
32.64547,-8.016455,os
34.194145,-10.198745,win
34.838696,43.366917,لمسی
34.748127,43.756878,قلم
35.145817,14.217473,استایلوس
6.538682,35.02611,ن
18.754753,37.518654,نصاب
39.157516,2.788957,سیستمم
1.5954863,3.4015424,بهتریناس
1.9975507,4.0923123,ex
-1.5414114,-24.32062,قبولش
-0.20255685,33.608707,درصورتی
-36.382866,33.364616,محل
14.294334,1.9635822,همینجوریه
2.2983797,-24.86309,غصه
3.956965,32.765705,نخورین
41.3749,33.93224,i
-17.290615,-1.1020062,لنگی
-25.666056,-2.6491625,وزنی
-31.972742,39.95853,مراقب
5.0361085,23.02285,مهارت
-27.444561,-21.58285,بدنی
10.730001,27.25251,نداشته_باشید
-15.642056,13.836845,دستو
-29.70965,39.542854,زدن
-12.776229,-0.09081524,وال
-49.170094,12.740993,سایه
-32.937435,-19.564623,آرایشگرا
28.840689,36.66151,نمونه
-9.542995,24.446617,ماشینی
32.920403,23.43737,ندارین
39.734177,34.028996,g
-33.88295,27.069212,تعادل
-21.152899,41.466522,همش
-49.477806,20.024107,دوش
-32.226135,15.971945,پاها
-3.9770963,57.39449,صداشم
-17.59059,8.379873,امد
-36.497955,-10.438654,نمیذاره
-2.8119583,-19.678911,بشنوی
-18.997965,-14.78218,آستیناش
-35.261604,16.41645,کلاهش
17.933691,-30.403326,نفراتی
41.968918,-14.216957,هنذفری
10.1763115,34.635647,کس
15.134963,2.400048,نذاشته
-6.0967517,8.908159,همینم
21.601667,28.403685,تحقیق
-39.56617,8.974462,جیغ
-26.016104,5.134538,ماننده
-2.188647,58.267838,اهنگ
35.36706,12.478588,جفتشون
-23.121492,-5.4114227,کر
-2.15594,58.297974,گوش
-34.723133,34.276417,کیپ
-3.2382317,58.09799,صدایی
39.92655,-17.70114,نمیشنوید
24.257872,17.43682,رابطه
-16.867388,47.50155,شارژشم
2.5041559,-18.108747,خریدنشو
1.6009676,3.276484,درخرید
8.857223,7.376257,بکن
10.023462,43.824932,بخریم
-34.629642,12.668691,لی
-12.866266,44.549862,فرستادم
-1.7632053,-28.934212,درحالت
-8.110986,48.41965,اماده
-14.659277,34.666454,استفادش
43.393482,32.230904,ترا
43.23745,32.25768,ترابایت
42.979084,9.478403,گیگی
-26.700817,33.27646,خرده
12.893054,3.71144,اینطوریه
-29.670786,13.693459,درونش
1.5690715,-37.974213,میدار
22.508373,22.025452,مینویسن
4.6489825,35.971066,عجیبه
18.376175,31.163967,اطلاعاتی
6.955651,-0.53927654,گفتین
21.712086,0.4193881,همینطوری
8.12392,-39.420437,سللم
45.080452,36.475475,ال
0.8477602,44.83394,نود
-40.752983,38.041447,دنده
-9.475589,25.292688,کلاچ
-13.436992,-38.30171,رگلاژ
22.242065,45.813526,جایگزین
-7.134647,26.149107,الف
9.303345,8.098681,قیمتهاش
26.606958,23.720615,حق
-54.748695,13.266125,موهام
-19.500406,-0.9095324,اصلنم
-53.56653,12.857233,موهامو
40.244987,11.196943,مینی
-46.57373,2.0901387,پیتزا
-26.120983,42.93794,نیاد
-14.782817,46.081825,دفعه
20.038414,46.514744,همراهش
-51.40674,-1.9303452,تندی
-32.161793,-6.9705215,لاکچریه
28.367748,28.965206,کمک
0.928609,23.5064,وارداتی
-16.004751,29.543383,بالاست
34.376984,-1.5473118,میزی
13.184756,34.6907,بفرستین
-28.45931,17.521067,آسیبی
-31.657976,37.501446,نبینه
20.327486,34.96371,اعتماد
-36.929863,-18.844896,پوسیدگی
-52.344574,14.684778,دندان
7.548044,41.9335,مگه
31.710453,22.913609,میخاین
17.5375,36.058704,نامه
21.488497,40.867626,اعمال
10.8787985,12.9085,بنویسین
1.3842642,40.6488,سیزده
-22.028456,49.759888,خودکار
-39.832687,21.842598,تنگ
-8.273342,38.823643,داشتمش
-22.258047,40.27335,دستش
9.268854,30.405802,کمکم
29.220392,33.842247,پیشرفت
-39.688705,30.937378,تشکیل
-34.301514,22.159903,طبیعیه
30.764935,22.558481,نرید
30.678164,22.734003,سراغ
4.6346407,34.3734,الکیه
-45.372658,13.195269,رنگه
20.548483,-16.82202,تسریع
-36.01489,24.184153,تیزه
-23.716906,27.409428,وبرای
-49.393425,2.847405,خوری
-14.678603,42.91789,گذاشتمش
-10.12552,34.721222,مامانم
-41.09546,16.315037,جذابه
-45.763645,1.4553189,قارچ
-43.868553,1.3972583,کبابی
-7.447726,36.961956,ازشون
-5.0126657,17.86086,خوبن
-1.62883,8.583655,قدرتمنده
25.742102,36.04441,ژاپن
-26.558725,16.790163,فولادی
25.99516,35.656082,ژاپنی
8.658418,-19.489872,آرایشگرها
-18.470444,53.09705,دید
-49.904915,22.291384,موزر
-21.838213,23.722675,آسان
-52.257885,-1.9677584,تند
-21.724579,15.342756,برروی
-22.647863,-14.900465,توریش
-41.167435,23.839308,نخ
-12.726652,-26.668009,ببندمش
-3.8283088,58.13645,بلندی
36.448914,5.578409,PC
40.218086,32.49451,مگ
37.40254,1.3888855,رید
-30.061836,-16.50428,فریز
-32.20224,-2.4266005,شدس
-10.488833,34.538887,پسرم
-6.5990767,40.05086,روزی
-13.087237,49.947437,دقیقه
-24.725178,23.414753,کیفت
-35.73081,31.971596,بستن
-46.052727,15.443001,پوشش
-41.5109,29.326748,مواد
-28.956127,22.81483,ظاهری
40.35413,37.558327,note
-8.446737,13.637328,ومن
9.515252,-45.6789,پاکنندگی
-19.376196,8.037149,آباژور
-36.037697,32.025105,میله
-6.405047,-44.436718,کلاهکش
20.507053,43.8203,بدلیل
-28.738424,24.471603,بیکیفیت
-20.822456,-9.906364,غر
-33.83216,34.777622,لق
-22.59766,34.329037,میخورد
16.663174,38.29561,مرجوعی
-35.568295,26.64543,محکمی
-15.458025,29.452215,میارزه
-4.368055,33.5457,داشتیم
25.092949,15.6438465,خواهید_داشت
24.737692,34.4304,حمایت
-17.090841,21.13118,فضاهای
-18.35708,51.061817,لامپ
17.768316,37.43692,گارانتیش
-3.3899457,42.309315,نمونده
-45.888004,12.495006,نارنجی
-25.24029,34.60375,ایسته
3.578295,46.270123,تومان
16.396101,-1.3488013,بسم
4.833186,27.445726,الله
16.393705,-1.2798613,الرحمن
16.40893,-1.2900045,الرحیم
-17.506422,30.28808,واقعن
35.001717,19.900091,نباشید
9.303418,9.7017145,دانی
22.773825,-19.438568,مهربان
8.723818,-42.213135,کوش
-7.9170647,40.573715,خریدمش
5.317639,-22.586885,دلهره
7.2145133,-5.477187,نداشته_باشی
31.256186,19.49588,بخرینش
5.111323,-24.019266,بکم
11.085679,38.362217,ندید
32.8419,23.971876,میکنین
26.61051,19.96803,یاعلی
18.153955,-41.6139,خدافظ
-0.5078809,7.219261,أین
-31.46711,25.519922,میپوشونه
-9.151803,23.086653,هندلینگ
0.2008403,44.103596,دوازده
23.25383,41.692833,یکسان
2.9235668,54.35955,ولت
11.667767,38.34977,میدن
40.18627,38.40941,شیاومی
-25.3425,34.6751,افته
-42.035355,23.460049,پا
-33.78588,33.06117,کناره
16.702597,35.550613,برخورد
-29.586243,8.111947,کوبیده
-33.01605,37.176872,احتمال
-32.85124,37.34167,آسیب
-22.12997,46.792133,شدنش
20.209145,35.550304,فروشنده
14.499781,-7.2571964,فرستاده_بود
-51.473698,16.249731,شستن
36.515717,33.002907,وای
36.526768,32.998123,فای
23.210342,-42.47497,انتنه
18.665049,23.414124,برسی
36.372448,33.351562,انتن
36.76958,-11.646954,دسیبل
-18.27308,45.697186,وبعد
-34.964443,32.945217,قسمتی
31.648434,-21.941914,اسمه
29.324816,5.2247667,گسترش
10.463722,48.509068,دهنده
28.247023,-0.8162145,مشکله
45.019165,36.44007,تی
8.205904,-38.258694,دستگا
12.237626,-6.0003896,جوابم
34.572712,-0.4082766,cd
3.7044475,33.876297,هرگز
-17.423416,30.54854,خداییش
38.664764,-1.6662002,اوریجینال
-17.832388,12.024065,خیالم
18.173054,37.624165,خدمات
13.314152,-36.87849,مایکروتل
18.015486,37.23988,ضمانت
-11.991142,46.444065,تعویض
-2.4928417,54.075447,پرش
36.47511,33.289406,آنتن
17.829071,39.23361,نکردن
34.527084,-15.664554,امتیازات
-31.616447,-2.1703243,بودنه
27.058496,23.663797,ضرر
-10.328862,40.584007,بفروشم
23.2378,43.022564,«
23.24899,43.016666,»
43.54471,26.878305,the
17.58152,-25.872438,برزیل
20.529856,43.9961,دلیل
8.025347,14.38773,ماکت
-43.767593,10.877269,آمیزی
-46.054493,12.390669,طلایی
25.066208,45.046227,نتیجه
-4.3077774,38.507904,الآن
-2.6694846,-0.40913826,نمدونم
9.052096,42.565884,میشم
8.313356,44.91333,خریده
42.4898,11.903794,پاسپورت
5.188994,39.23241,یانه
-54.41568,12.704336,حساسیت
21.145144,4.524095,نیازم
12.225411,25.193716,هرگونه
19.099018,33.751617,رسیدگی
-22.900703,29.283527,روزانه
-36.01715,27.986553,فلزی
-19.417795,-34.934116,پودریه
-52.103134,11.069566,کرمی
7.6759105,42.09127,؟؟
20.198406,43.25435,فاقد
18.786684,50.444805,اساسی
23.55172,42.965416,فنی
-50.638725,14.299254,پوسته
-14.661895,43.413296,آوردم
-50.223114,14.56712,لکه
-33.93652,26.254734,تخته
-24.592073,8.121241,خراشیدگی
17.780949,34.284874,بعید
16.89197,33.64929,همچین
19.231705,33.69469,محصولاتی
32.273537,-6.416371,test
7.359662,35.734802,چیزا
11.264282,34.960514,میارن
-40.80069,24.833233,الیاف
-45.16991,12.060601,رنگهای
-33.459957,9.2771225,پتوی
-24.70059,26.846033,مسافرتی
28.578764,38.810646,معقول
13.19169,38.11207,گرفتن
-32.495354,30.8217,نامناسب
11.192682,13.961491,مندی
9.729174,33.696804,هیچوقت
-6.406942,-4.861683,فکرنمیکردم
37.157593,31.96991,تنظیمات
32.687893,32.718006,پیشرفته
-3.7071583,58.840137,اکولایزر
17.886944,-46.25536,باندی
-40.162987,16.985685,وخیلی
0.8244154,29.209341,چیزای
7.5554776,-6.348788,تنظیماتشو
18.196466,-0.36883065,چهارتا
-3.1933167,60.303185,میدرنج
-17.066116,-10.474087,دری
0.82393557,6.9377637,کاملیه
4.2776074,-9.558469,بلوتوثشم
-22.424221,-5.2426543,نگاش
18.330208,51.826515,ایرادی
-10.189587,35.24528,پدرم
-29.610165,19.601784,نقش
-10.034665,49.30248,مجدد
-0.32063526,-34.32517,ننداخته
-46.839756,13.720075,کدر
-21.181314,26.100302,پایینی
-49.929604,14.863322,لایه
-22.605852,23.998953,برخوردار
-19.783688,-19.83243,خوشرنگتر
-41.079155,14.523418,عکسشه
27.51928,43.59138,پیام
37.19063,17.921164,اشتراک
23.383541,-28.45111,گمنام
19.324732,-11.433415,وابسته
15.15215,-5.011637,شهرستانی
19.447916,27.127554,علم
13.2149315,22.117228,امثال
20.41789,35.195057,اجناس
21.97641,-8.310727,منتفی
11.84074,30.873291,فروختن
16.95085,32.995,شعور
16.831339,33.154655,توهین
6.774106,-14.995992,صدرصد
-9.554797,39.804085,میگیرم
36.797398,33.672043,کانال
-12.63292,41.62653,میزارم
21.767666,43.58022,میتوانید
40.163227,7.910847,gt
34.992493,41.748085,اثرانگشت
36.501545,40.016422,سلفی
40.41837,6.647226,پیو
-6.0235405,42.208492,نخریدم
9.839812,-31.595434,نوه
-8.444488,5.9026914,خالم
4.114154,-13.284608,یراش
-31.060339,20.256254,جالب
-30.088232,19.701256,نقاشی
-15.019872,-28.629747,ماتیکی
-35.2534,30.297369,کپسول
-30.07792,19.521803,تابلوی
-32.911373,26.520763,برجسته
-9.756422,-21.112703,اتاقش
-21.650057,12.753001,ایستایی
2.7788775,12.001952,وهله
20.860384,42.270943,رسد
-13.23413,4.9460034,ظرافتش
18.523697,30.031769,رسیدم
-26.95946,34.687454,کوتاهی
14.29316,15.738809,نخواهد_داشت
-38.745316,26.134277,چاقو
-4.4218574,18.319042,چاقوهای
-18.931814,7.661594,ویکتورینوکس
22.014078,42.78644,بطور
-48.85275,15.159851,پنبه
-12.447924,-39.60322,بازکن
-22.678743,1.8201765,کنارش
-33.819595,30.210062,قلاب
-33.47581,25.112139,بندهای
-25.912628,28.028194,کوهنوردی
0.104998104,56.00399,وصلش
21.746065,26.974316,درمورد
-27.8757,16.5221,چاقوی
-52.30538,14.642238,خمیر
3.3860593,-54.32894,نصیبم
-33.927414,-2.319536,بخورم
-41.776455,-3.7927346,مینای
-21.844503,-18.09071,هاله
-45.925644,12.42459,بنفش
-21.779709,-19.750166,لاکی
-44.513714,10.410356,تناژ
-45.580265,12.393612,خاکستری
-55.138187,12.57343,ریمل
27.634457,34.344948,شناخته
-14.495393,46.227493,بعداز
36.018463,9.175357,ویک
7.849386,29.90562,دیس
-22.689478,31.698969,میندازه
46.28156,31.965233,تاپم
13.397789,39.303757,دهم
43.14452,34.852722,اینچ
-34.895325,34.30517,فیت
-12.9106045,16.642038,کارآیی
-18.884697,35.546696,جالبه
-3.7439935,35.211002,هیچکدوم
12.28898,-33.382843,نخریدنش
6.5619497,36.71063,انقد
-39.156082,12.79715,تصویرش
4.076005,22.665257,زندگیم
25.92121,-0.79547733,سرعته
32.568146,4.6511292,اینترنتش
-18.901922,25.812052,مناسبیه
-7.699035,-37.04007,وظاهر
-28.931353,28.260649,نشستن
12.106374,41.598675,میدهم
-52.800915,-9.1646595,یی
-38.713223,26.125607,تیز
-4.4896164,18.311144,برنده
-5.4544973,58.962032,شفافیت
-15.056685,1.5440083,خال
37.87995,35.062916,تلویزیون
-53.540375,9.32766,دوره
37.07897,12.834395,nova
30.076534,-31.119207,samsong
-26.306332,26.105448,نفره
7.9613166,32.750957,بگو
6.7211704,-21.00404,ماشاالله
18.211754,37.145454,مهر
8.053138,-18.312767,هممون
-52.74884,11.634685,هام
42.275364,37.27959,p
41.689198,37.579914,honor
-15.16452,19.138563,هوایی
42.430714,37.929913,j
2.5272439,-14.774435,ولسه
15.265,-34.52786,مادرمم
41.00418,37.50696,y
40.19537,37.515514,huawei
-5.0433187,30.700605,نکنم
41.03112,32.035404,پردازش
41.901215,26.975298,بازیها
31.89536,14.273902,بگذریم
-23.045233,47.060093,نگه
-18.966293,37.2465,میداره
21.4304,49.25234,مزیت
20.393267,-38.25503,اروری
22.845524,28.887604,نکات
28.204336,-10.94743,هوشمندی
23.463385,29.047375,اشاره
38.64118,27.739902,افزارهای
12.628419,-41.26358,قاتل
-34.153286,-14.517604,میبنده
33.256126,32.979343,کاربر
-40.92966,38.734135,لنت
-4.5166516,11.620226,خووب
-10.013757,10.189445,توپه
0.16193327,47.051937,۶
-11.933993,42.656673,فرداش
-38.369263,-9.8302145,میچسبونه
-38.461704,-9.899538,نمیچسبونه
19.766315,-35.5807,اصلیتون
-45.55054,13.023814,پررنگ
19.603794,27.089046,نکاتی
20.861662,25.482496,نظرها
23.00836,5.729296,پنهان
-20.279026,16.035719,ماند
-21.897436,51.85717,کلید
-13.926411,21.518648,مزاحم
-13.549172,12.897843,خوبو
-11.418017,20.701181,نیازه
-27.440708,28.864485,سنگینی
-1.8987566,-8.342139,کیفیتن
-4.4152927,-0.061866652,کلاهی
-47.266968,4.1621647,گیاه
21.812113,41.010414,وضعیت
-41.48809,1.1563948,روزهای
-4.351018,26.637655,غریب
-3.0490625,8.189518,آنچنان
33.71691,22.73337,لذت
-12.632313,44.872585,بردم
-23.99024,28.711407,بعنوان
39.507347,-5.695577,هندز
-27.4025,39.561447,بارون
15.48267,41.622272,دقتی
-26.708626,50.15532,منتقل
29.05783,45.220352,ویبره
-26.729568,-1.9612178,زدنش
-3.5258186,9.531494,مخصوصن
-1.5187088,57.91109,بلوتوث
-28.274073,-29.46804,یادآور
16.138296,32.337723,ازتون
3.8072462,37.38649,گذاشتی
-7.1172895,37.694492,تاحالا
-21.651686,0.25201282,بلایی
-26.865728,36.35934,فنرش
-30.677574,27.274828,بخوبی
-8.166727,6.674707,هرصورت
5.807285,35.861717,ازم
12.033908,0.33523506,میپرسه
8.88271,33.852192,هستی
-25.619764,21.084105,وبا
-42.445065,-12.260786,نلی
-54.78299,13.183914,چربی
-33.120853,34.8848,میشکنه
-23.640932,-8.519501,جیبم
-28.924498,32.294884,شکسته
-5.5314665,6.9150796,راضیام
0.5397675,42.693855,۱۷
1.0733411,46.567013,ده
-18.80995,6.4775944,انتظارم
0.29522976,28.368633,برندای
22.213163,23.356853,اینایی
40.943184,38.409748,گوشیای
-22.242874,-2.793245,حدیه
6.9923954,-11.730169,هیولا
-19.982185,33.481018,مث
19.617426,8.316765,وارده
-22.941298,5.4170976,خشاب
5.017162,54.073547,باطریش
42.789425,38.379097,نوت
-10.631819,43.240993,برم
-16.178904,41.454548,میومد
26.242678,20.507332,مطمئنم
-19.328602,0.9005891,جیبش
25.278471,7.9634886,میزاشت
-10.966815,14.523746,خارق
-34.315697,24.069902,فلزیش
9.392933,-43.73823,شکیلش
-35.058487,24.371624,محکمه
-42.24079,17.398619,خوشگله
-20.827803,26.160162,متوسطی
43.304607,26.775082,بازیای
33.436985,-1.9028552,موبایلتون
-40.64195,21.592232,پیراهن
1.3744745,20.0276,ناشناخته
27.526222,11.8072405,لیزری
-36.957767,29.023003,شکل
-2.8947587,-35.43766,مکعبی
-27.166792,19.129242,اونه
-40.196964,16.150522,باحاله
-42.516167,-3.520756,درخشان
-16.258644,48.07724,بردش
-24.01505,1.6912862,نرسه
40.10252,37.992218,سرتره
-26.912891,14.780257,رزوه
38.115627,-10.311481,دستگاهه
33.071144,25.289988,میتونین
31.045115,24.848557,اونو
-20.892838,-13.4797125,انگشته
-1.0880605,9.162979,خوبیو
-24.01884,-10.583485,قابهای
-39.424538,-9.473301,خشن
-39.100353,-0.6435886,کربن
-25.654102,7.2572465,انگشتی
-31.483227,28.184532,استند
-36.574284,25.742062,ضخامت
1.7434516,45.62014,۴۰
-12.285321,32.43907,خوشتون
-18.804396,47.400787,دگمه
-2.800731,57.807274,ولوم
-47.878624,4.601456,آرایشی
-23.439587,21.472054,وبه
-53.77815,12.035334,آرایش
-33.105167,-17.207209,رونرم
-28.895527,-21.909494,ولطیف
2.8848302,44.539253,هزارتومان
20.888754,34.583096,مشتریان
-5.536759,32.119404,خیابون
-13.916404,19.383299,مکانیکی
-23.004398,25.430984,کاربردی
9.882719,19.238674,تشویق
-33.082104,22.028927,ساختش
-6.3734794,52.20431,کلیدهای
39.744072,25.332186,مجازی
30.611038,37.480724,مراتب
30.391663,38.569935,بالاتری
34.644688,14.407874,بلکبری
31.915258,36.15293,رقبا
5.4361115,29.03865,شانسی
-21.66696,21.474722,فاجعه
7.8209248,-1.077487,دوتاشو
-35.86433,31.155014,نگهدارنده
-28.095634,11.911433,آهنی
-23.11378,24.497156,کارآمد
-38.30564,27.780016,پرده
10.283872,43.75191,بتونیم
-20.219625,24.706291,مجموع
3.8604515,48.378857,عددی
11.880651,35.250168,بگیریم
-10.794942,-22.279934,سیگاری
23.942162,21.836119,ماشینشون
4.7048287,32.75346,چرت
-13.438356,-7.3331504,کردش
36.744232,21.3201,میشی
-34.74614,15.4243965,استحکامش
-24.767857,21.959791,وبسیار
-24.642832,21.72964,وراحت
12.330433,32.249233,رجیستر
14.068036,6.5611343,تاج
-25.633947,11.556484,مربع
-38.776527,32.596733,گرد
32.900352,4.0460663,واتس
-21.285944,-2.103281,بع
-10.228568,-29.599487,نمشه
22.489977,-34.225594,گوشگیر
-4.5469437,57.951267,صداهای
-6.427087,-50.909317,میگره
-4.976921,57.125668,گوشم
-32.183784,17.575335,باریکه
38.654694,0.08413545,هاردها
37.11209,-2.742745,اینترنال
13.6118765,25.154737,خودداری
-38.58587,21.491335,سایزش
-37.31549,22.54673,استاندارد
-47.58485,16.278313,لطیف
-10.110917,15.080339,ساعتها
28.311594,2.5531685,فریمور
34.831047,-23.507643,مودمم
35.244736,8.427522,بالاترش
15.653026,30.058168,تعهد
7.8004026,-35.545704,وفا
29.399714,38.829197,ارزان
35.143093,41.720592,سنسور
24.984224,-19.94357,گیرند
21.980755,30.07307,خدمت
-41.558018,14.1546545,عکسه
-36.90751,25.694603,ضخیم
-32.23849,9.988741,زمخت
-27.636003,13.0746975,چرخیدن
13.325848,8.652355,فضایی
-35.85902,35.75543,جابجا
-48.956463,14.700318,یکدست
-27.55117,-16.645144,غذاتون
-24.326342,18.569695,یکنواخت
-42.71726,33.43839,حرارت
-30.764397,37.831974,ببینه
-26.930538,-3.4570327,نسوزه
-24.613165,44.515747,حواستون
-40.992355,29.306965,ظروف
-30.034887,13.119592,سرامیکی
-40.578922,29.440842,استیل
-24.192535,13.890058,گرانیتی
-42.829067,10.433308,یاسی
6.1417294,-14.794466,بخربد
-28.573454,-4.879575,تحملش
-29.072086,20.623453,هنری
-10.271315,18.578619,سقفی
39.706432,25.285795,ویدیو
34.86756,4.5869226,پروژکتور
-49.291077,-4.995745,جیبی
-7.721738,22.937857,سوناتا
7.8886595,36.281036,بخدا
-21.991102,37.704956,اصلن
-25.023403,19.271992,زنی
12.261904,-25.299936,توایران
14.567988,44.19734,مطابق
-15.988987,42.93814,پولم
9.080455,-5.798131,حدر
11.044247,-51.24693,شارژیش
33.06568,24.035646,بتونید
13.470608,-45.755207,حسابت
-45.73075,3.6907444,میریزم
23.406466,8.010259,موکول
5.4527135,43.571568,ارز
2.2554693,40.745323,ششصد
41.211124,39.917995,امکاناتش
-22.145672,22.789656,مهمتر
-44.72037,2.4746494,توالت
-21.744654,-13.438853,گیریش
-19.303764,9.733398,ابزارهایی
10.621888,24.810198,مجموعه
-18.552078,21.857601,وسیع
-16.842468,20.404148,مکانی
-18.401989,-6.085464,تعدادشم
-0.56661946,-14.314557,بردنش
-22.778654,31.353544,انداز
-25.740961,17.372458,مکانیزم
-25.064812,19.309559,چرخشی
-0.26612392,19.269323,متفاوتی
-1.2289104,23.64956,ابزارهای
-24.801441,28.43293,خانه
-23.685844,27.45902,کارگاه
-24.207926,44.45713,وگرنه
2.9483678,45.644005,تومنی
33.16503,24.155964,تونید
-36.09343,31.77911,مهره
31.949179,30.248314,بلک
31.96072,30.199186,بری
-46.302376,-0.8464475,خوشمزس
-50.92845,-2.0368671,شیرینه
-27.03426,36.143658,نصفش
35.97231,29.449606,پرینتر
5.6381927,22.231546,اموزش
18.80177,-3.4969902,کاتریج
42.69386,20.141903,هماهنگ
20.150497,37.679718,دریافت
20.634983,41.02829,بایست
18.755838,37.56637,رایگان
-53.06121,14.134037,سشوار
-20.521017,29.572418,قبوله
-13.892929,23.434034,گرمادهی
-41.92362,37.02529,شهری
23.796001,36.317184,نام
0.8970581,20.341923,تسکو
-20.152927,26.547733,عالیی
31.375454,43.454594,حروف
-2.0821805,-29.093014,ارتباطش
-1.7448695,3.1910906,میشع
-17.42218,45.37283,مدتی
-3.4902794,42.39886,تاریخش
-4.823928,57.89835,شلوغ
36.715748,20.834713,بشم
-15.703678,11.704014,وکارایی
8.871057,44.79758,ناموجود
6.822047,-42.7624,فردش
-0.052347444,55.43656,AUX
-3.5224175,42.409306,تولیدش
0.20941615,54.723827,دوشاخه
-9.3330345,32.613358,بچم
-41.263912,-8.367945,میخوابه
-26.944386,40.1205,اروم
-38.098267,20.859598,کوچیکتره
14.627769,16.718307,درنظر
-2.5954866,57.823093,رادیو
-2.3639235,58.114494,مکالمه
-1.2222465,56.539227,بلوتوثی
0.2147061,55.59966,aux
-10.370014,32.627968,نفر
-35.879753,26.54592,انعطاف
-29.142965,34.64795,وسطش
35.54827,5.680566,play
23.212374,-37.686428,pause
-16.64443,49.491535,کلیدش
-41.969467,-9.309482,حساسه
-21.742868,-6.188803,قلقش
-8.079345,39.878162,گرفتمش
-31.920025,9.560529,خز
13.788465,19.623316,وخسته
14.93821,28.891777,تجدید
-38.166058,21.433397,ابعادش
-0.52560353,-13.147414,کارال
31.013742,18.76059,خریدنش
-44.089127,11.590187,رنگای
-7.3025465,35.7174,دیگشو
39.441048,32.588852,انتقال
41.972054,34.788,لنوو
-18.708725,43.406284,گوشیش
33.037365,24.229292,بکنید
-2.669744,0.7881732,اعصابتون
40.136833,25.745766,اجتماعی
34.287643,20.635483,شدین
-44.97261,-4.771078,آرامش
8.4108925,19.203775,کتابه
27.734156,38.959652,بازاره
32.04572,36.195,رقیب
-36.84292,-22.249538,همونجور
10.561755,32.938946,ببینیم
35.992992,40.883205,تراکم
41.70316,37.47875,گلکسی
27.158134,32.952526,رتبه
4.179959,20.685242,اختصاص
36.166256,40.513237,پیکسل
18.424318,10.484424,ناگفته
14.91134,33.27005,اعتراض
-42.106728,-13.494886,میسازه
-9.725469,43.01689,منم
-4.83222,40.383995,پارسال
1.568638,41.86694,۳۵۰
13.732321,-44.08617,فیلماشو
